Date,Close,Predictions,Ticker
3/19/2020,1111.670044,1085.22,GOOGL
3/20/2020,1068.209961,1119.13,GOOGL
3/23/2020,1054.130005,1066.98,GOOGL
3/24/2020,1130.01001,1061.62,GOOGL
3/25/2020,1101.619995,1131.26,GOOGL
3/26/2020,1162.920044,1094.47,GOOGL
3/27/2020,1110.26001,1165.34,GOOGL
3/30/2020,1146.310059,1099.92,GOOGL
3/31/2020,1161.949951,1149.58,GOOGL
4/1/2020,1102.099976,1151.23,GOOGL
4/2/2020,1117.030029,1098.28,GOOGL
4/3/2020,1092.699951,1118.56,GOOGL
4/6/2020,1183.189941,1087.25,GOOGL
4/7/2020,1182.560059,1182.36,GOOGL
4/8/2020,1207,1166.97,GOOGL
4/9/2020,1206.569946,1202.98,GOOGL
4/13/2020,1210.410034,1194.92,GOOGL
4/14/2020,1265.22998,1203.04,GOOGL
4/15/2020,1257.300049,1252.9,GOOGL
4/16/2020,1257.430054,1239.73,GOOGL
4/17/2020,1279,1247.61,GOOGL
4/20/2020,1261.150024,1264.93,GOOGL
4/21/2020,1212.160034,1247.02,GOOGL
4/22/2020,1258.410034,1205.4,GOOGL
4/23/2020,1271.170044,1252.21,GOOGL
4/24/2020,1276.599976,1254.34,GOOGL
4/27/2020,1270.859985,1265.84,GOOGL
4/28/2020,1232.589966,1259.1,GOOGL
4/29/2020,1342.180054,1225.01,GOOGL
4/30/2020,1346.699951,1330.77,GOOGL
5/1/2020,1317.319946,1316.65,GOOGL
5/4/2020,1322.900024,1305.47,GOOGL
5/5/2020,1349.02002,1308.99,GOOGL
5/6/2020,1345.430054,1330.57,GOOGL
5/7/2020,1369.280029,1325.24,GOOGL
5/8/2020,1384.339966,1350.82,GOOGL
5/11/2020,1403.589966,1360.35,GOOGL
5/12/2020,1375.180054,1379.89,GOOGL
5/13/2020,1348.329956,1352.86,GOOGL
5/14/2020,1356.859985,1334.56,GOOGL
5/15/2020,1373.060059,1340.87,GOOGL
5/18/2020,1385.180054,1352.95,GOOGL
5/19/2020,1374.400024,1363.99,GOOGL
5/20/2020,1409.160034,1354.75,GOOGL
5/21/2020,1406.75,1388.55,GOOGL
5/22/2020,1413.23999,1380.4,GOOGL
5/26/2020,1421.369995,1391.85,GOOGL
5/27/2020,1420.280029,1396.05,GOOGL
5/28/2020,1418.23999,1395.95,GOOGL
5/29/2020,1433.52002,1394.7,GOOGL
6/1/2020,1434.869995,1408.35,GOOGL
6/2/2020,1442.310059,1407.68,GOOGL
6/3/2020,1439.25,1416.39,GOOGL
6/4/2020,1414.300049,1412.44,GOOGL
6/5/2020,1440.02002,1392.19,GOOGL
6/8/2020,1448.040039,1416.92,GOOGL
6/9/2020,1452.079956,1418.06,GOOGL
6/10/2020,1464.699951,1425.33,GOOGL
6/11/2020,1401.900024,1435.48,GOOGL
6/12/2020,1412.920044,1379.83,GOOGL
6/15/2020,1420.73999,1397.86,GOOGL
6/16/2020,1446.469971,1394.78,GOOGL
6/17/2020,1452.540039,1421.16,GOOGL
6/18/2020,1434.119995,1422.9,GOOGL
6/19/2020,1424.640015,1410.15,GOOGL
6/22/2020,1450.660034,1403.25,GOOGL
6/23/2020,1463.97998,1424.87,GOOGL
6/24/2020,1432.699951,1432.79,GOOGL
6/25/2020,1441.099976,1407.64,GOOGL
6/26/2020,1362.540039,1419.17,GOOGL
6/29/2020,1397.170044,1344.17,GOOGL
6/30/2020,1418.050049,1386.14,GOOGL
7/1/2020,1442,1389.74,GOOGL
7/2/2020,1469.930054,1417.2,GOOGL
7/6/2020,1499.650024,1438.53,GOOGL
7/7/2020,1489.920044,1464.6,GOOGL
7/8/2020,1503.599976,1454.97,GOOGL
7/9/2020,1518.660034,1471.02,GOOGL
7/10/2020,1539.01001,1479.65,GOOGL
7/13/2020,1512.22998,1497.94,GOOGL
7/14/2020,1520.859985,1474.19,GOOGL
7/15/2020,1516.880005,1487.35,GOOGL
7/16/2020,1514.920044,1478.72,GOOGL
7/17/2020,1516.849976,1480.57,GOOGL
7/20/2020,1563.839966,1481.05,GOOGL
7/21/2020,1555.920044,1520.93,GOOGL
7/22/2020,1564.849976,1509.27,GOOGL
7/23/2020,1516.75,1524.36,GOOGL
7/24/2020,1508.209961,1480.02,GOOGL
7/27/2020,1529.430054,1480.54,GOOGL
7/28/2020,1503.650024,1491.76,GOOGL
7/29/2020,1523.51001,1469.21,GOOGL
7/30/2020,1538.369995,1491.17,GOOGL
7/31/2020,1487.949951,1497.53,GOOGL
8/3/2020,1482.76001,1457.48,GOOGL
8/4/2020,1473.300049,1458.92,GOOGL
8/5/2020,1479.089966,1444.41,GOOGL
8/6/2020,1504.949951,1451.87,GOOGL
8/7/2020,1498.369995,1471.34,GOOGL
8/10/2020,1496.819946,1464.39,GOOGL
8/11/2020,1480.540039,1466.73,GOOGL
8/12/2020,1507.23999,1450.97,GOOGL
8/13/2020,1516.650024,1475.89,GOOGL
8/14/2020,1504.630005,1478.24,GOOGL
8/17/2020,1516.23999,1471.5,GOOGL
8/18/2020,1555.780029,1482.37,GOOGL
8/19/2020,1544.609985,1512.92,GOOGL
8/20/2020,1576.25,1501.07,GOOGL
8/21/2020,1575.569946,1533.45,GOOGL
8/24/2020,1585.150024,1526.32,GOOGL
8/25/2020,1605.849976,1539.96,GOOGL
8/26/2020,1644.130005,1553.74,GOOGL
8/27/2020,1628.52002,1584.65,GOOGL
8/28/2020,1639.430054,1570.21,GOOGL
8/31/2020,1629.530029,1585.64,GOOGL
9/1/2020,1655.079956,1573.17,GOOGL
9/2/2020,1717.390015,1597.52,GOOGL
9/3/2020,1629.51001,1640.91,GOOGL
9/4/2020,1581.209961,1570.75,GOOGL
9/8/2020,1523.599976,1548.38,GOOGL
9/9/2020,1547.22998,1491.82,GOOGL
9/10/2020,1526.050049,1515.13,GOOGL
9/11/2020,1515.76001,1487.43,GOOGL
9/14/2020,1508.829956,1487.15,GOOGL
9/15/2020,1535.119995,1477.6,GOOGL
9/16/2020,1512.089966,1500.95,GOOGL
9/17/2020,1487.040039,1477.05,GOOGL
9/18/2020,1451.089966,1462.12,GOOGL
9/21/2020,1430.140015,1428.91,GOOGL
9/22/2020,1459.819946,1412.31,GOOGL
9/23/2020,1409.390015,1435.7,GOOGL
9/24/2020,1422.859985,1386.67,GOOGL
9/25/2020,1439.060059,1408.33,GOOGL
9/28/2020,1458.660034,1412.75,GOOGL
9/29/2020,1466.02002,1432.49,GOOGL
9/30/2020,1465.599976,1436.65,GOOGL
10/1/2020,1487.900024,1437.93,GOOGL
10/2/2020,1455.599976,1456.95,GOOGL
10/5/2020,1482.829956,1426.12,GOOGL
10/6/2020,1451.02002,1456.21,GOOGL
10/7/2020,1459.140015,1420.01,GOOGL
10/8/2020,1483.430054,1436.38,GOOGL
10/9/2020,1510.449951,1450.19,GOOGL
10/12/2020,1564.589966,1474.21,GOOGL
10/13/2020,1567.069946,1518.75,GOOGL
10/14/2020,1563.439941,1517.8,GOOGL
10/15/2020,1555.469971,1521.17,GOOGL
10/16/2020,1567.699951,1513.17,GOOGL
10/19/2020,1529.949951,1524.48,GOOGL
10/20/2020,1551.079956,1490.52,GOOGL
10/21/2020,1585.98999,1514.62,GOOGL
10/22/2020,1606.660034,1535.58,GOOGL
10/23/2020,1632.97998,1553.87,GOOGL
10/26/2020,1584.290039,1576.07,GOOGL
10/27/2020,1598.880005,1536.29,GOOGL
10/28/2020,1510.800049,1556.4,GOOGL
10/29/2020,1556.880005,1474.56,GOOGL
10/30/2020,1616.109985,1526.39,GOOGL
11/2/2020,1624.319946,1556.61,GOOGL
11/3/2020,1645.660034,1567.97,GOOGL
11/4/2020,1745.849976,1588.5,GOOGL
11/5/2020,1762.5,1664.25,GOOGL
11/6/2020,1759.72998,1668.69,GOOGL
11/9/2020,1761.420044,1678.09,GOOGL
11/10/2020,1737.719971,1678.03,GOOGL
11/11/2020,1747.22998,1661.28,GOOGL
11/12/2020,1742.819946,1670.52,GOOGL
11/13/2020,1772.26001,1663.57,GOOGL
11/16/2020,1774.030029,1688.37,GOOGL
11/17/2020,1761.660034,1685.9,GOOGL
11/18/2020,1740.640015,1681.72,GOOGL
11/19/2020,1758.569946,1666.45,GOOGL
11/20/2020,1736.380005,1680.79,GOOGL
11/23/2020,1727.560059,1660.15,GOOGL
11/24/2020,1763.900024,1658.9,GOOGL
11/25/2020,1764.130005,1682.7,GOOGL
11/27/2020,1787.02002,1679.75,GOOGL
11/30/2020,1754.400024,1701.09,GOOGL
12/1/2020,1795.359985,1673.86,GOOGL
12/2/2020,1824.969971,1710.45,GOOGL
12/3/2020,1821.839966,1722.21,GOOGL
12/4/2020,1823.76001,1724.67,GOOGL
12/7/2020,1817.030029,1727.82,GOOGL
12/8/2020,1811.329956,1722.67,GOOGL
12/9/2020,1777.859985,1719.66,GOOGL
12/10/2020,1767.650024,1695.17,GOOGL
12/11/2020,1774.800049,1690.34,GOOGL
12/14/2020,1752.26001,1692.13,GOOGL
12/15/2020,1761.079956,1675.01,GOOGL
12/16/2020,1757.189941,1684.34,GOOGL
12/17/2020,1740.51001,1677.56,GOOGL
12/18/2020,1726.219971,1667.8,GOOGL
12/21/2020,1734.560059,1657.25,GOOGL
12/22/2020,1720.219971,1663,GOOGL
12/23/2020,1728.22998,1649.82,GOOGL
12/24/2020,1734.160034,1658.54,GOOGL
12/28/2020,1773.959961,1659.67,GOOGL
12/29/2020,1757.76001,1690.37,GOOGL
12/30/2020,1736.25,1674.62,GOOGL
12/31/2020,1752.640015,1665.73,GOOGL
1/4/2021,1726.130005,1675.9,GOOGL
1/5/2021,1740.050049,1653.1,GOOGL
1/6/2021,1722.880005,1668.24,GOOGL
1/7/2021,1774.339966,1649.76,GOOGL
1/8/2021,1797.829956,1692.89,GOOGL
1/11/2021,1756.290039,1701.55,GOOGL
1/12/2021,1737.430054,1677.46,GOOGL
1/13/2021,1747.25,1667.87,GOOGL
1/14/2021,1730.920044,1671.61,GOOGL
1/15/2021,1727.619995,1657.42,GOOGL
1/19/2021,1784.469971,1657.77,GOOGL
1/20/2021,1880.069946,1697.54,GOOGL
1/21/2021,1884.150024,1760.47,GOOGL
1/22/2021,1892.560059,1761.52,GOOGL
1/25/2021,1894.280029,1777.81,GOOGL
1/26/2021,1907.949951,1776.21,GOOGL
1/27/2021,1818.939941,1787.67,GOOGL
1/28/2021,1853.199951,1724.88,GOOGL
1/29/2021,1827.359985,1758.14,GOOGL
2/1/2021,1893.069946,1725.31,GOOGL
2/2/2021,1919.119995,1780.99,GOOGL
2/3/2021,2058.879883,1786.78,GOOGL
2/4/2021,2053.629883,1884.95,GOOGL
2/5/2021,2088.830078,1870.05,GOOGL
2/8/2021,2084.52002,1910.47,GOOGL
2/9/2021,2075.389893,1899.87,GOOGL
2/10/2021,2086.47998,1902.28,GOOGL
2/11/2021,2088.75,1906.62,GOOGL
2/12/2021,2095.030029,1907.67,GOOGL
2/16/2021,2110.699951,1912.43,GOOGL
2/17/2021,2118.620117,1921.48,GOOGL
2/18/2021,2105.810059,1926.15,GOOGL
2/19/2021,2088.810059,1920.24,GOOGL
2/22/2021,2054.26001,1912.13,GOOGL
2/23/2021,2060.120117,1891.6,GOOGL
2/24/2021,2083.810059,1895.8,GOOGL
2/25/2021,2015.949951,1905.57,GOOGL
2/26/2021,2021.910034,1864.9,GOOGL
3/1/2021,2069.659912,1875.28,GOOGL
3/2/2021,2064.47998,1895.18,GOOGL
3/3/2021,2011.410034,1891.67,GOOGL
3/4/2021,2033.930054,1864.3,GOOGL
3/5/2021,2097.070068,1880.26,GOOGL
3/8/2021,2007.5,1910.58,GOOGL
3/9/2021,2040.359985,1856.19,GOOGL
3/10/2021,2036.189941,1888.45,GOOGL
3/11/2021,2100.540039,1871.78,GOOGL
3/12/2021,2050,1917.65,GOOGL
3/15/2021,2054.439941,1879.76,GOOGL
3/16/2021,2083.889893,1895.35,GOOGL
3/17/2021,2082.219971,1903.91,GOOGL
3/18/2021,2021.339966,1904.35,GOOGL
3/19/2021,2026.959961,1869.95,GOOGL
3/22/2021,2030.689941,1877.16,GOOGL
3/23/2021,2041.329956,1871.95,GOOGL
3/24/2021,2032.530029,1880.44,GOOGL
3/25/2021,2032.459961,1873.63,GOOGL
3/26/2021,2024.72998,1876,GOOGL
3/29/2021,2045.790039,1869.77,GOOGL
3/30/2021,2046.469971,1883.58,GOOGL
3/31/2021,2062.52002,1881.24,GOOGL
4/1/2021,2129.780029,1893.68,GOOGL
4/5/2021,2218.959961,1931.1,GOOGL
4/6/2021,2209.26001,1978.29,GOOGL
4/7/2021,2239.030029,1974.25,GOOGL
4/8/2021,2250.429932,1999.57,GOOGL
4/9/2021,2270.669922,2001.44,GOOGL
4/12/2021,2244.620117,2015.98,GOOGL
4/13/2021,2254.429932,2001.42,GOOGL
4/14/2021,2241.909912,2010.85,GOOGL
4/15/2021,2285.25,2000.59,GOOGL
4/16/2021,2282.75,2025.7,GOOGL
4/19/2021,2289.76001,2020.03,GOOGL
4/20/2021,2279.01001,2029.27,GOOGL
4/21/2021,2278.350098,2022.1,GOOGL
4/22/2021,2252.52002,2024.19,GOOGL
4/23/2021,2299.929932,2009.53,GOOGL
4/26/2021,2309.929932,2035.34,GOOGL
4/27/2021,2290.97998,2034.74,GOOGL
4/28/2021,2359.040039,2030.59,GOOGL
4/29/2021,2392.76001,2064.46,GOOGL
4/30/2021,2353.5,2075.58,GOOGL
5/3/2021,2343.080078,2062.63,GOOGL
5/4/2021,2306.830078,2061.66,GOOGL
5/5/2021,2314.77002,2041.18,GOOGL
5/6/2021,2337.350098,2046.66,GOOGL
5/7/2021,2351.929932,2053.02,GOOGL
5/10/2021,2291.75,2060.46,GOOGL
5/11/2021,2270.060059,2032.1,GOOGL
5/12/2021,2200.25,2025.88,GOOGL
5/13/2021,2229.040039,1984.63,GOOGL
5/14/2021,2278.379883,2002.29,GOOGL
5/17/2021,2288.919922,2017.92,GOOGL
5/18/2021,2262.469971,2025.06,GOOGL
5/19/2021,2271.5,2014.68,GOOGL
5/20/2021,2306.949951,2021.72,GOOGL
5/21/2021,2294.129883,2036.34,GOOGL
5/24/2021,2361.040039,2029.49,GOOGL
5/25/2021,2362.870117,2065.84,GOOGL
5/26/2021,2380.310059,2061.32,GOOGL
5/27/2021,2362.679932,2077.12,GOOGL
5/28/2021,2356.850098,2066.47,GOOGL
6/1/2021,2381.179932,2067.63,GOOGL
6/2/2021,2370.590088,2076.83,GOOGL
6/3/2021,2347.580078,2070.89,GOOGL
6/4/2021,2393.570068,2062.74,GOOGL
6/7/2021,2402.300049,2084.06,GOOGL
6/8/2021,2398.439941,2084.08,GOOGL
6/9/2021,2407.939941,2086.74,GOOGL
6/10/2021,2435.129883,2091.14,GOOGL
6/11/2021,2430.199951,2103.29,GOOGL
6/14/2021,2448.909912,2100.68,GOOGL
6/15/2021,2428.389893,2111.82,GOOGL
6/16/2021,2415.449951,2101.04,GOOGL
6/17/2021,2434.870117,2098.53,GOOGL
6/18/2021,2402.219971,2105.35,GOOGL
6/21/2021,2436.25,2089.19,GOOGL
6/22/2021,2446.610107,2107.73,GOOGL
6/23/2021,2442.540039,2107.23,GOOGL
6/24/2021,2450,2109.16,GOOGL
6/25/2021,2450.169922,2112.54,GOOGL
6/28/2021,2450.719971,2112.47,GOOGL
6/29/2021,2445.449951,2113.41,GOOGL
6/30/2021,2441.790039,2110.98,GOOGL
7/1/2021,2448.889893,2109.77,GOOGL
7/2/2021,2505.149902,2112.52,GOOGL
7/6/2021,2523.800049,2136.3,GOOGL
7/7/2021,2529.47998,2142.26,GOOGL
7/8/2021,2500.879883,2149,GOOGL
7/9/2021,2510.370117,2137.81,GOOGL
7/12/2021,2539.51001,2144.14,GOOGL
7/13/2021,2546.830078,2153.16,GOOGL
7/14/2021,2564.73999,2156.33,GOOGL
7/15/2021,2540.100098,2165.4,GOOGL
7/16/2021,2539.399902,2155.21,GOOGL
7/19/2021,2491.560059,2157.86,GOOGL
7/20/2021,2524.189941,2135.56,GOOGL
7/21/2021,2550.97998,2151.76,GOOGL
7/22/2021,2568.429932,2156.61,GOOGL
7/23/2021,2660.300049,2166.37,GOOGL
7/26/2021,2680.699951,2202.73,GOOGL
7/27/2021,2638,2208.49,GOOGL
7/28/2021,2721.879883,2199.6,GOOGL
7/29/2021,2715.550049,2233.04,GOOGL
7/30/2021,2694.530029,2224.99,GOOGL
8/2/2021,2697.090088,2225.16,GOOGL
8/3/2021,2712.600098,2224.95,GOOGL
8/4/2021,2702.51001,2230.08,GOOGL
8/5/2021,2725.030029,2225.93,GOOGL
8/6/2021,2714.77002,2235.57,GOOGL
8/9/2021,2738.26001,2230.18,GOOGL
8/10/2021,2736.139893,2241.07,GOOGL
8/11/2021,2725.580078,2238.3,GOOGL
8/12/2021,2743.879883,2237.08,GOOGL
8/13/2021,2754.550049,2243.27,GOOGL
8/16/2021,2766.189941,2245.94,GOOGL
8/17/2021,2733.22998,2251.04,GOOGL
8/18/2021,2708.97998,2239.82,GOOGL
8/19/2021,2713.600098,2233.49,GOOGL
8/20/2021,2748.590088,2233.3,GOOGL
8/23/2021,2800.830078,2243.98,GOOGL
8/24/2021,2825.22998,2260.8,GOOGL
8/25/2021,2841.580078,2269.64,GOOGL
8/26/2021,2828.810059,2277.98,GOOGL
8/27/2021,2880.080078,2275.11,GOOGL
8/30/2021,2891.810059,2293.64,GOOGL
8/31/2021,2893.949951,2294.8,GOOGL
9/1/2021,2904.310059,2299.23,GOOGL
9/2/2021,2865.73999,2302.65,GOOGL
9/3/2021,2874.790039,2291.05,GOOGL
9/7/2021,2885.610107,2295.86,GOOGL
9/8/2021,2873.820068,2296.19,GOOGL
9/9/2021,2870.820068,2293.24,GOOGL
9/10/2021,2817.52002,2292.91,GOOGL
9/13/2021,2846.649902,2275.19,GOOGL
9/14/2021,2850.889893,2286.2,GOOGL
9/15/2021,2888.590088,2282.57,GOOGL
9/16/2021,2872.199951,2296.98,GOOGL
9/17/2021,2816,2290.04,GOOGL
9/20/2021,2774.389893,2275.8,GOOGL
9/21/2021,2780.659912,2262.15,GOOGL
9/22/2021,2805.669922,2261.97,GOOGL
9/23/2021,2824.320068,2267.02,GOOGL
9/24/2021,2844.300049,2272.57,GOOGL
9/27/2021,2821.439941,2279.87,GOOGL
9/28/2021,2716.600098,2273.09,GOOGL
9/29/2021,2687.070068,2239.95,GOOGL
9/30/2021,2673.52002,2231.13,GOOGL
10/1/2021,2730.860107,2219.21,GOOGL
10/4/2021,2673.189941,2238.36,GOOGL
10/5/2021,2720.459961,2213.38,GOOGL
10/6/2021,2751.300049,2237.17,GOOGL
10/7/2021,2784.5,2240.83,GOOGL
10/8/2021,2795.709961,2256.41,GOOGL
10/11/2021,2778.280029,2260.05,GOOGL
10/12/2021,2728.97998,2257,GOOGL
10/13/2021,2751.639893,2241.26,GOOGL
10/14/2021,2823.02002,2249.81,GOOGL
10/15/2021,2827.360107,2269.48,GOOGL
10/18/2021,2855.560059,2270.47,GOOGL
10/19/2021,2864.73999,2284.2,GOOGL
10/20/2021,2835.379883,2286.32,GOOGL
10/21/2021,2837.719971,2279.47,GOOGL
10/22/2021,2751.330078,2281.59,GOOGL
10/25/2021,2748.939941,2250.91,GOOGL
10/26/2021,2786.169922,2253.3,GOOGL
10/27/2021,2924.350098,2258.99,GOOGL
10/28/2021,2916.97998,2303.02,GOOGL
10/29/2021,2960.919922,2297.83,GOOGL
11/1/2021,2869.939941,2321.49,GOOGL
11/2/2021,2908.649902,2290.95,GOOGL
11/3/2021,2931.959961,2310.72,GOOGL
11/4/2021,2965.350098,2309.46,GOOGL
11/5/2021,2977.040039,2322.96,GOOGL
11/8/2021,2980.620117,2325.47,GOOGL
11/9/2021,2978.370117,2329.13,GOOGL
11/10/2021,2917.870117,2328.98,GOOGL
11/11/2021,2915.330078,2311.78,GOOGL
11/12/2021,2973.560059,2312.68,GOOGL
11/15/2021,2969.040039,2325.99,GOOGL
11/16/2021,2957.52002,2323.12,GOOGL
11/17/2021,2960.939941,2323.25,GOOGL
11/18/2021,2996.77002,2324,GOOGL
11/19/2021,2978.530029,2334.2,GOOGL
11/22/2021,2926.040039,2328.06,GOOGL
11/23/2021,2915.639893,2315.5,GOOGL
11/24/2021,2922.399902,2312.43,GOOGL
11/26/2021,2843.659912,2311.62,GOOGL
11/29/2021,2910.610107,2286.25,GOOGL
11/30/2021,2837.949951,2309.47,GOOGL
12/1/2021,2821.030029,2278.73,GOOGL
12/2/2021,2859.320068,2281.06,GOOGL
12/3/2021,2840.030029,2287.05,GOOGL
12/6/2021,2863.100098,2279.95,GOOGL
12/7/2021,2945.389893,2289.74,GOOGL
12/8/2021,2963.72998,2312.9,GOOGL
12/9/2021,2952.77002,2317.96,GOOGL
12/10/2021,2960.030029,2319.55,GOOGL
12/13/2021,2916.530029,2323.09,GOOGL
12/14/2021,2878.139893,2309.86,GOOGL
12/15/2021,2928.820068,2300.04,GOOGL
12/16/2021,2888.899902,2313.51,GOOGL
12/17/2021,2834.5,2297.35,GOOGL
12/20/2021,2832.139893,2284.77,GOOGL
12/21/2021,2869.449951,2282,GOOGL
12/22/2021,2928.300049,2290.9,GOOGL
12/23/2021,2938.330078,2307.6,GOOGL
12/27/2021,2958.129883,2311.06,GOOGL
12/28/2021,2933.73999,2320.63,GOOGL
12/29/2021,2933.100098,2313.45,GOOGL
12/30/2021,2924.01001,2315.98,GOOGL
