date,open,high,low,close,adjclose,volume,ticker
2012-01-03,14.621429443359375,14.73214340209961,14.60714340209961,14.686785697937012,12.575915336608887,302220800,AAPL
2012-01-04,14.64285659790039,14.8100004196167,14.617142677307129,14.765713691711426,12.643499374389648,260022000,AAPL
2012-01-05,14.819643020629883,14.948213577270508,14.738213539123535,14.929642677307129,12.783868789672852,271269600,AAPL
2012-01-06,14.991786003112793,15.098214149475098,14.972143173217773,15.085714340209961,12.91750717163086,318292800,AAPL
2012-01-09,15.196429252624512,15.276785850524902,15.048213958740234,15.061785697937012,12.897019386291504,394024400,AAPL
2012-01-10,15.211071014404297,15.214285850524902,15.053570747375488,15.115714073181152,12.943195343017578,258196400,AAPL
2012-01-11,15.09571361541748,15.101785659790039,14.975357055664062,15.091071128845215,12.92209529876709,215084800,AAPL
2012-01-12,15.081428527832031,15.103570938110352,14.95535659790039,15.049642562866211,12.886622428894043,212587200,AAPL
2012-01-13,14.989286422729492,15.016071319580078,14.952142715454102,14.993213653564453,12.838301658630371,226021600,AAPL
2012-01-17,15.149999618530273,15.213929176330566,15.105713844299316,15.16785717010498,12.987845420837402,242897200,AAPL
2012-01-18,15.248571395874023,15.338213920593262,15.225000381469727,15.325357437133789,13.122709274291992,276791200,AAPL
2012-01-19,15.362500190734863,15.406070709228516,15.232500076293945,15.276785850524902,13.0811185836792,261738400,AAPL
2012-01-20,15.267499923706055,15.26785659790039,14.991070747375488,15.010713577270508,12.853285789489746,413974400,AAPL
2012-01-23,15.095356941223145,15.301786422729492,15.08214282989502,15.264642715454102,13.070721626281738,306062400,AAPL
2012-01-24,15.182143211364746,15.182143211364746,14.983928680419922,15.014642715454102,12.856651306152344,547638000,AAPL
2012-01-25,16.229999542236328,16.230356216430664,15.84749984741211,15.952142715454102,13.659405708312988,958314000,AAPL
2012-01-26,16.01285743713379,16.028213500976562,15.82642936706543,15.879643440246582,13.597330093383789,323985200,AAPL
2012-01-27,15.869285583496094,16.01714324951172,15.848929405212402,15.974286079406738,13.678367614746094,299709200,AAPL
2012-01-30,15.918213844299316,16.21071434020996,15.90678596496582,16.17892837524414,13.853595733642578,379341200,AAPL
2012-01-31,16.27107048034668,16.365713119506836,16.18107032775879,16.3028564453125,13.95971393585205,391683600,AAPL
2012-02-01,16.37178611755371,16.392499923706055,16.269643783569336,16.292499542236328,13.950846672058105,270046000,AAPL
2012-02-02,16.282142639160156,16.327499389648438,16.213571548461914,16.25428581237793,13.918127059936523,186796400,AAPL
2012-02-03,16.332143783569336,16.428571701049805,16.270000457763672,16.417142868041992,14.057575225830078,286599600,AAPL
2012-02-06,16.37071418762207,16.606428146362305,16.364286422729492,16.570356369018555,14.188769340515137,249412800,AAPL
2012-02-07,16.616071701049805,16.77678680419922,16.59214210510254,16.743928909301758,14.337390899658203,316223600,AAPL
2012-02-08,16.803571701049805,17.028213500976562,16.774999618530273,17.0242862701416,14.577459335327148,407890000,AAPL
2012-02-09,17.170000076293945,17.741071701049805,17.162857055664062,17.61321449279785,15.081737518310547,884214800,AAPL
2012-02-10,17.534286499023438,17.77214241027832,17.448213577270508,17.622142791748047,15.089388847351074,631302000,AAPL
2012-02-13,17.840356826782227,17.993928909301758,17.75321388244629,17.950000762939453,15.37012004852295,517216000,AAPL
